title,price,artwork_detail,edition_detail,dimensions,,,,,,,
Bonnie and Clyde TV: Super Vision, å£5--000.00, Motorized 3D TV. Mixed Media Sculpture with Screen Print, Giclee and Glaze , Signed Limited Edition of 5, 60cm x 80cm x 20cm,,,,,,
Acid Mary , å£450.00, Polyester Resin and Epoxy on Statue , Unique and Signed, 35cm x 35cm x 19cm,,,,,,,
Old Ghosts, SOLD, Earthenware with Precious Metals &amp; Lustres, Signed Unique, 52cm x 35cm,,,,,,,
Radioactive Kid, SOLD, Earthenware with Precious Metals &amp; Lustres, Signed Unique, 30cm x 47.5cm,,,,,,,
Voodoo, SOLD, Earthenware Lustres, Platinum and Gold, Signed Original , 112cm x 54cm,,,,,,
Acid World Cup, å£550.00, Polyester Resin and Epoxy on Statue, Unique and Signed, 36cm x 17cm x 17cm,,,,,,,
Acid Zen Trooper, å£450.00, Polyester Resin and Epoxy on Statue, Unique and Signed, 31cm x 31cm x 20cm,,,,,,,
Happy Pill, å£450.00, Resin, Wood and Perspex, Signed Limited Edition of 20, 60cm x 45cm x 8cm,,,,,,
Cool, å£3--500.00, Metal, Resin, 23ct Gold Leaf and Screenprinted Glass, Signed Limited Edition of 5, 78cm x 78cm x 7cm,,,,,
The Youth: OHMBOY, å£21--500.00, Bronze, Cast by Wolf &amp; Stone, Limited Edition of 3, 104cm x 133cm x 104cm,,,,,,
Ascend, å£2--850.00, Found &amp; Painted Wood with Copper Leaf, Signed Original, 94cm x 122cm x 37cm,,,,,,,
Golden Union, å£1--400.00, Crutch, Mixed Media with Gold Leaf, Signed Original, 20cm x 109cm,,,,,,
Gloria in excelsis Deo, å£8--500.00, Ceramic of Red Clay, Engobe, Painted, 4 Fire, and Gold-Plated , Signed Original, 27cm x 80cm,,,
Cernunnos , å£4--860.00, Porcelain, Signed Original, 35cm x 42cm x 25cm,,,,,,,
Appropriated Alphabets - Set of 12 Prints , å£10--250.00, Silkscreen , Signed Limited Edition of 100, 45.1cm x 46.6cm,,,,,,,
Stars Set 2010 , POA, Silkscreen Photo Collages &amp; Diamond Dust , Signed Limited Edition of 100, 75cm x 58cm,,,,,,,
Love Portfolio of 10 prints , POA, Silkscreen and Diamond Dust , Signed Limited Edition of 75, 75cm x 57.8cm,,,,,,,
American Trilogy 2012 - Set of 3 prints , å£6--750.00, Silkscreen with Gold and Silver Leaf , Signed Limited Edition of 150, 99cm x 76cm,,,,,,,
Kate Moss Roll 1 - Set, å£20--000.00, Hand Printed Silver Gelatin Photograph on Foma Paper with Gold Toning / Hand Printed Silver Gelatin Photograph on Ilford Bromide Warm Tone, Signed Limited Edition of 5, 50.8cm x 60.96cm,,,,,,,
Sometimes It‰Ûªs a Yes, SOLD, Light Box, Signed Original , 70cm x 25cm x 10cm,,,,,,,
David Walker Book, SOLD, Book, , ,,,,,,,
You Make Me Feel Good, SOLD, Neon, Signed Original , 160cm x 27cm x 20cm,,,,,,,
